"No Templates Found","Nebyly nalezeny žádné šablony"
"No change","Beze změny"
"No customer id defined.","Nebylo definováno id zákazníka."
"No information available.","Nejsou k dispozici žádné informace."
"No profile loaded...","Nenačten žádný profil..."
"No records found for this period.","Žádné záznamy pro toto období."
"No records found.","Nebyly nalezeny žádné záznamy."
"No report code specified.","No report code specified."
"No search keywords.","Žádná klíčová slova."
"No search modules were registered","No search modules were registered"
"No wishlist item id defined.","No wishlist item id defined."
"None","Nic"
"Note:","Poznámka:"
"Notes","Poznámky"
"Notifications","Oznámení"
"Number of Orders","Počet objednávek"
"Number of Uses","Počet použití"
"Number of Views","Počet zobrazení"
"Number of records:","Počet záznamů:"
"OAuth Consumers","OAuth Consumers"
"OAuth authorization for admin","OAuth authorization for admin"
"OAuth authorization simple for admin","OAuth authorization simple for admin"
"OK","OK"
"Old rate:","Stará sazba:"
"Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below"
"Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below"
"One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details.","One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details."
"One or more of the Cache Types are invalidated:","Tato paměť cache je neplatná:"
"Online Customers","On-line zákazníci"
"Only Once (version upgrade)","Only Once (version upgrade)"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available."
"Only mapped fields","Only mapped fields"
"Optional","Volitelné"
"Options","Možnosti"
"Options is required","Options is required"
"Options: ","Možnosti: "
"Order","Objednávka"
"Order #%s","Objednávka č. %s"
"Order #%s (%s)","Objednávka č. %s (%s)"
"Order Created Date","Datum vytvoření objednávky"
"Order ID","ID objednávky"
"Order Totals","Order Totals"
"Order Updated Date","Datum aktualizace objednávky"
"Order Updated Date report is real-time, does not need statistics refreshing.","Order Updated Date report is real-time, does not need statistics refreshing."
"Orders","Objednávky"
"Original Magento attribute names in first row:","Original Magento attribute names in first row:"
"Out of stock","Není skladem"
"PDT (Payment Data Transfer) Only","PDT (Payment Data Transfer) Only"
"Package Extensions","Rozšíření balíčku"
"Pages","Stránky"
"Parent Product Thumbnail","Náhled nadřazeného produktu"
"Parent Transaction ID","Parent Transaction ID"
"Passive mode","Pasivní režim"
"Password","Heslo"
"Password Confirmation","Potvrzení hesla"
"Password confirmation must be same as password.","Potvrzení hesla musí být stejné jako heslo."
"Password must be at least of %d characters.","Heslo musí mít alespoň %d znaků."
"Password must include both numeric and alphabetic characters.","Heslo musí obsahovat číselné i abecední znaky."
"Password:","Heslo:"
"Path:","Cesta:"
"Payment method instance is not available.","Payment method instance is not available."
"Payment method is not available.","Způsob platby není k dispozici."
"Payment method must be specified.","Payment method must be specified."
"Pending Reviews","Pending Reviews"
"Pending Tags","Čekající štítky"
"Per Item","Per Item"
"Per Order","Per Order"
"Percent","Percent"
"Performed At","Performed At"
"Period","Období"
"Permanent (301)","Trvalé (301)"
"Permissions","Oprávnění"
"Personal Information","Osobní údaje"
"Phone:","Telefon:"
"Please Select","Vyberte prosím"
"Please confirm site switching. All data that hasn\'t been saved will be lost.","Please confirm site switching. All data that hasn\'t been saved will be lost."
"Please enter 6 or more characters.","Zadejte 6 nebo více znaků."
"Please enter a number greater than 0 in this field.","Do tohoto pole zadejte číslo větší než 0."
"Please enter a valid $ amount. For example $100.00.","Please enter a valid $ amount. For example $100.00."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Zadejte platnou adresu URL. Například http://www.example.com nebo www.example.com"
"Please enter a valid URL. http:// is required","Please enter a valid URL. http:// is required"
"Please enter a valid credit card number.","Zadejte platné číslo platební karty."
"Please enter a valid date.","Prosím zadejte platné datum."
"Please enter a valid email address. For example johndoe@domain.com.","Zadejte platnou e-mailovou adresu. Například johndoe@domain.com."
"Please enter a valid email.","Zadejte platný e-mail."
"Please enter a valid number in this field.","Zadejte platné číslo."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Zadejte platné telefonní číslo. Například 123 456 789."
"Please enter a valid social security number. For example 123-45-6789.","Please enter a valid social security number. For example 123-45-6789."
"Please enter a valid value from list","Vyberte platnou hodnotu ze seznamu"
"Please enter a valid value, ex: 10,20,30","Please enter a valid value, ex: 10,20,30"
"Please enter a valid zip code.","Zadejte platné PSČ."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Zadejte platné PSČ. Například 11150."
"Please enter another credit card number to complete your purchase.","Pro dokončení nákupu zadejte číslo jiné platební karty."
"Please enter password","Zadejte heslo"
"Please enter password to confirm rollback.","Please enter password to confirm rollback."
"Please enter valid password.","Zadejte platné heslo."
"Please make sure that all global admin search modules are installed and activated.","Please make sure that all global admin search modules are installed and activated."
"Please make sure that your changes were saved before running the profile.","Please make sure that your changes were saved before running the profile."
"Please make sure your passwords match.","Zkontrolujte, že se zadaná hesla shodují."
"Please note, this category is set to automatically sort. Any drag-and-drop positions will be reset.","Please note, this category is set to automatically sort. Any drag-and-drop positions will be reset."
"Please select State/Province.","Vyberte stát / provincii"
"Please select a customer.","Vyberte zákazníka."
"Please select a store.","Vyberte obchod."
"Please select an option.","Vyberte možnost."
"Please select catalog searches.","Please select catalog searches."
"Please select customer(s).","Vyberte zákazníky."
"Please select message(s).","Vyberte zprávy."
"Please select one of the above options.","Zvolte jednu z výše uvedených možností."
"Please select one of the options.","Zvolte jednu z možností."
"Please select review(s).","Vyberte recenze."
"Please select tag(s).","Vyberte štítky."
"Please specify backup creation options","Please specify backup creation options"
"Please specify the admin custom URL.","Please specify the admin custom URL."
"Please try to logout and sign in again.","Please try to logout and sign in again."
"Please type the letters from the image:","Prosím, zadejte písmena z obrázku:"
"Please use in this field only ""a-z,0-9,_"".","Použijte v tomto poli pouze ""a-z, 0-9, _""."
"Please use letters only (a-z) in this field.","V tomto poli použijte pouze písmena (a-z)."
"Please use numbers only in this field. Please avoid spaces or other characters such as dots or commas.","V tomto poli použijte pouze čísla. Nepoužívejte mezery nebo jiné znaky jako tečky nebo čárky."
"Please use only letters (a-z or A-Z), numbers (0-9) or spaces in this field.","Please use only letters (a-z or A-Z), numbers (0-9) or spaces in this field."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006."
"Please wait","Čekejte prosím"
"Please wait while the indexes are being refreshed.","Please wait while the indexes are being refreshed."
"Please wait, loading...","Please wait, loading..."
"Please wait...","Počkejte prosím..."
"Please, add some answers to this poll first.","Please, add some answers to this poll first."
"Please, select ""Visible in Stores"" for this poll first.","Please, select ""Visible in Stores"" for this poll first."
"Poll Manager","Správce anket"
"Polls","Ankety"
"Popular","Oblíbené"
"Position","Pozice"
"Position of Watermark for %s","Position of Watermark for %s"
"Pregenerated configurable swatches image files.","Pregenerated configurable swatches image files."
"Pregenerated product images files.","Pregenerated product images files."
"Prev. month (hold for menu)","Prev. month (hold for menu)"
"Prev. year (hold for menu)","Prev. year (hold for menu)"
"Preview","Náhled"
"Preview Template","Náhled šablony"
"Price","Cena"
"Price alert subscription was saved.","Price alert subscription was saved."
"Price:","Cena:"
"Processed <strong>%s%% %s/%d</strong> records","Processed <strong>%s%% %s/%d</strong> records"
"Processing","Probíhá zpracování"
"Product","Produkt"
"Product Name","Název produktu"
"Product Reviews","Recenze produktů"
"Product Tax Classes","Daňové třídy produktů"
"Product Thumbnail Itself","Náhled vlastní varianty"
"Product is not loaded.","Produkt není načten."
"Product not available in this website","Product not available in this website"
"Product:","Produkt:"
"Products","Produkty"
"Products Bestsellers Report","Products Bestsellers Report"
"Products Most Viewed Report","Products Most Viewed Report"
"Products Ordered","Objednané produkty"
"Products in Carts","Produkty v košících"
"Profile Action","Akce profilu"
"Profile Actions XML","Akce profilu XML"
"Profile Direction","Profile Direction"
"Profile History","Historie profilu"
"Profile Information","Informace o profilu"
"Profile Name","Název profilu"
"Profile Payments","Profile Payments"
"Profile Schedule","Profile Schedule"
"Profile Wizard","Profile Wizard"
"Profiles","Profily"
"Promo","Promo"
"Promotions","Akce"
"Purchased Item","Zakoupené položky"
"Put store on the maintenance mode while backup creation","Během zálohování přepnout obchod do režimu údržby"
"Put store on the maintenance mode while rollback processing","Put store on the maintenance mode while rollback processing"
"Quantity","Množství"
"Queue Refresh","Queue Refresh"
"Queued... Cancel","Queued... Cancel"
"REST Roles","Role pro REST"
"Radio Buttons","Přepínací tlačítka"
"Rates","Sazby"
"Read details","Read details"
"Rebuild","Obnovit"
"Rebuild Catalog Index","Znovu sestavit Index katalogu"
"Rebuild Flat Catalog Category","Obnovit sloučený katalog kategorií"
"Rebuild Flat Catalog Product","Obnovit sloučený katalog produktů"
"Recent Orders","Poslední objednávky"
"Recent statistics have been updated.","Recent statistics have been updated."
"Recurring Profile View","Recurring Profile View"
"Recursive Dir","Recursive Dir"
"Redirect","Typ přesměrování"
"Reference","Reference"
"Reference ID","Reference ID"
"Refresh","Obnovit"
"Refresh Now*","Refresh Now*"
"Refresh Roles","Refresh Roles"
"Refresh Statistics","Refresh Statistics"
"Region/State","Region/State"
"Regular Price:","Regular Price:"
"Reject","Odmítnout"
"Reject token authorization Pop Up for admin","Reject token authorization Pop Up for admin"
"Reject token authorization for admin","Reject token authorization for admin"
"Rejection Of Authorization","Rejection Of Authorization"
"Release","Vydání"
"Release Stability","Release Stability"
"Release Version","Release Version"
"Reload captcha","Reload captcha"
"Remote FTP","Vzdálené FTP"
"Remove","Odebrat"
"Reports","Reporty"
"Request Path","Požadovaná cesta"
"Required","Požadováno"
"Reset","Obnovit"
"Reset Filter","Zrušit filtr"
"Reset Password","Obnovit heslo"
"Reset a Password","Obnovení hesla"
"Resize","Změna velikosti"
"Resource Access","Resource Access"
"Resources","Zdroje"
"Results","Výsledky"
"Retrieve Password","Retrieve Password"
"Return Html Version","Return Html Version"
"Revenue","Revenue"
"Reviews","Recenze"
"Reviews and Ratings","Recenze a hodnocení"
"Rewrite Rules","Pravidla pro přesměrování (rewrite)"
"Role ID","ID role"
"Role Info","Informace o roli"
"Role Information","Informace o roli"
"Role Name","Název role"
"Role Resources","Zdroje role"
"Role Users","Uživatelé role"
"Roles","Role"
"Roles Resources","Zdroje role"
"Root Category","Hlavní kategorie"
"Rotate CCW","Otočit doleva"
"Rotate CW","Otočit doprava"
"Run","Spustit"
"Run Profile","Spustit profil"
"Run Profile Inside This Window","Spustit profil uvnitř tohoto okna"
"Run Profile in Popup","Spustit profil v popup okně"
"Running... Kill","Running... Kill"
"SKU","SKU"
"SKU:","SKU:"
"SSL Error: Invalid or self-signed certificate","Chyba SSL: Neplatný nebo sám sebou podepsaný certifikát"
"Sales","Prodej"
"Sales Report","Sales Report"
"Samples","Ukázky"
"Save","Uložit"
"Save & Generate","Uložit a generovat"
"Save Account","Uložit účet"
"Save Cache Settings","Uložit nastavení cache"
"Save Config","Uložit konfiguraci"
"Save Currency Rates","Uložit měnové kurzy"
"Save Profile","Uložit profil"
"Save Role","Uložit roli"
"Save Template","Uložit šablonu"
"Save User","Uložit uživatele"
"Save and Continue Edit","Uložit a pokračovat v editaci"
"Search","Hledat"
"Search Index","Search Index"
"Search Term","Hledaný výraz"
"Search Terms","Hledané výrazy"
"Search entire store here...","Zde prohledejte celý obchod..."
"Searching...","Probíhá hledání..."
"Select","Vybrat"
"Select All","Vybrat vše"
"Select Category","Vybrat kategorii"
"Select Date","Vybrat datum"
"Select Range","Vybrat rozsah"
"Select date","Vybrat datum"
"Selected allowed currency ""%s"" is not available in installed currencies.","Selected allowed currency ""%s"" is not available in installed currencies."
"Selected base currency is not available in installed currencies.","Selected base currency is not available in installed currencies."
"Selected default display currency is not available in allowed currencies.","Výchozí zobrazovaná měna není v seznamu povolených měn."
"Selected default display currency is not available in installed currencies.","Zvolená povolená měna není v seznamu nainstalovaných měn."
"Self-assigned roles cannot be deleted.","Self-assigned roles cannot be deleted."
"Sender","Odesílatel"
"Separate Email","Separate Email"
"Shipment #%s comment added","Shipment #%s comment added"
"Shipment #%s created","Shipment #%s created"
"Shipment Comments","Poznámky k zásilce"
"Shipment History","Historie dodání"
"Shipments","Zásilky"
"Shipping","Zásilka"
"Shipping Address","Dodací adresa"
"Shipping Address: ","Dodací adresa: "
"Shipping Origin","Shipping Origin"
"Shipping Price","Shipping Price"
"Shipping address selection is not applicable","Shipping address selection is not applicable"
"Shipping method must be specified.","Shipping method must be specified."
"Shipping method selection is not applicable","Shipping method selection is not applicable"
"Shopping Cart","Nákupní košík"
"Shopping Cart Price Rules","Cenová pravidla košíku"
"Shopping Cart from %s","Shopping Cart from %s"
"Show By","Zobrazit podle"
"Show Report For:","Show Report For:"
"Show Reviews","Show Reviews"
"Sitemap Information","Sitemap Information"
"Size for %s","Velikost pro %s"
"Skip Category Selection","Skip Category Selection"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created."
"Some of the ordered items do not exist in the catalog anymore and will be removed if you try to edit the order.","Some of the ordered items do not exist in the catalog anymore and will be removed if you try to edit the order."
"Sorry, this feature is coming soon...","Sorry, this feature is coming soon..."
"Sort options","Možnosti řazení"
"Special Price:","Speciální cena:"
"Specific Countries","Konkrétní země"
"Specified","Specified"
"Specified profile does not exist.","Specified profile does not exist."
"Spreadsheet Name:","Spreadsheet Name:"
"Start Date","Začátek"
"Starting at:","Od:"
"Starting profile execution, please wait...","Starting profile execution, please wait..."
"State/Province:","Stát / provincie:"
"Static Blocks","Statické bloky"
"Status","Stav"
"Status:","Stav:"
"Stock Quantity:","Množství na skladě:"
"Stock notification was saved.","Stock notification was saved."
"Store","Obchod"
"Store Email Addresses Section","Sekce e-mailových adres obchodu"
"Store View","Pohled obchodu"
"Store:","Obchod:"
"Storefronts : ","Storefronts : "
"Stores","Obchody"
"Subject","Předmět"
"Submit","Odeslat"
"Subpackage cannot be conflicting.","Subpackage cannot be conflicting."
"Subtotal","Mezisoučet"
"Switch/Solo card issue number: %s","Switch/Solo card issue number: %s"
"Switch/Solo card start Date: %s/%s","Switch/Solo card start Date: %s/%s"
"Switch/Solo/Maestro Only","Switch/Solo/Maestro Only"
"Switch/Solo/Maestro(UK Domestic) Only","Switch/Solo/Maestro(UK Domestic) Only"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Switch/Solo/Maestro(UK Domestic) card issue number: %s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s"
"Symbol","Symbol"
"Synchronization is required.","Synchronization is required."
"Synchronization of media storages has been successfully completed.","Synchronization of media storages has been successfully completed."
"Synchronize","Synchronizovat"
"Synchronizing %s to %s","Synchronizuji %s do %s"
"Synchronizing...","Probíhá synchronizace..."
"System","Systém"
"System Section","System Section"
"System busy","Systém je zaneprázdněn"
"Tags","Štítky"
"Target Path","Cílová cesta"
"Tax","Daň"
"Tb","Tb"
"Template","Template"
"Template Content","Obsah šablony"
"Template Information","Informace o šabloně"
"Template Name","Název šablony"
"Template Styles","Template Styles"
"Template Subject","Předmět šablony"
"Template Type","Template Type"
"Temporary (302)","Temporary (302)"
"Terms and Conditions","Terms and Conditions"
"Text","Text"
"The Catalog Rewrites were refreshed.","The Catalog Rewrites were refreshed."
"The CatalogInventory Stock Status has been rebuilt.","The CatalogInventory Stock Status has been rebuilt."
"The Comment Text field cannot be empty.","The Comment Text field cannot be empty."
"The Flat Catalog Product was rebuilt","The Flat Catalog Product was rebuilt"
"The JavaScript/CSS cache has been cleaned.","The JavaScript/CSS cache has been cleaned."
"The JavaScript/CSS cache has been cleared.","The JavaScript/CSS cache has been cleared."
"The Layered Navigation indexing has been queued.","The Layered Navigation indexing has been queued."
"The Layered Navigation indexing queue has been canceled.","The Layered Navigation indexing queue has been canceled."
"The Layered Navigation indices were refreshed.","The Layered Navigation indices were refreshed."
"The Layered Navigation process has been queued to be killed.","The Layered Navigation process has been queued to be killed."
"The Magento cache storage has been flushed.","Magento cache byla smazána."
"The URL Rewrite has been deleted.","The URL Rewrite has been deleted."
"The URL Rewrite has been saved.","The URL Rewrite has been saved."
"The account has been saved.","The account has been saved."
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","Na Windows může být rozbaleno pomocí <a href=""%s"">%s</a>"
"The attribute set has been removed.","Sada atributů byla odebrána."
"The backup's creation process will take time.","The backup's creation process will take time."
"The billing agreement has been canceled.","The billing agreement has been canceled."
"The billing agreement has been deleted.","The billing agreement has been deleted."
"The cache storage has been flushed.","Cache byla smazána."
"The carrier needs to be specified.","The carrier needs to be specified."
"The catalog index has been rebuilt.","Index katalogu byl znovu sestaven."
"The catalog rewrites have been refreshed.","The catalog rewrites have been refreshed."
"The configurable swatches image cache was cleaned.","The configurable swatches image cache was cleaned."
"The configuration has been saved.","Konfigurace byla uložena."
"The credit memo has been canceled.","Dobropis byl zrušen."
"The credit memo has been created.","Dobropis byl vytvořen."
"The credit memo has been voided.","Dobropis byl anulován."
"The custom variable has been deleted.","Vlastní proměnná byla odstraněna."
"The custom variable has been saved.","Vlastní proměnná byla uložena."
"The customer has been deleted.","Zákazník byl odstraněn."
"The customer has been saved.","Zákazník byl uložen."
"The design change has been deleted.","Změna designu byla odstraněna."
"The design change has been saved.","Změna designu byla uložena."
"The email address is empty.","E-mailová adresa je prázdná."
"The email template has been deleted.","E-mailová šablona byla odstraněna."
"The email template has been saved.","E-mailová šablona byla uložena."
"The flat catalog category has been rebuilt.","The flat catalog category has been rebuilt."
"The group node name must be specified with field node name.","The group node name must be specified with field node name."
"The image cache was cleaned.","Cache obrázků byla vyčištěna."
"The image cache was cleared.","Cache obrázků byla smazána."
"The invoice and shipment have been created.","Faktura a zásilka byly vytvořeny."
"The invoice and the shipment  have been created. The shipping label cannot be created at the moment.","The invoice and the shipment  have been created. The shipping label cannot be created at the moment."
"The invoice has been canceled.","Faktura byla zrušena."
"The invoice has been captured.","Faktura byla zachycena."
"The invoice has been created.","Faktura byla vytvořena."
"The invoice has been voided.","Faktura byla stornována."
"The invoice no longer exists.","Faktura již neexistuje."
"The item %s (SKU %s) does not exist in the catalog anymore.","The item %s (SKU %s) does not exist in the catalog anymore."
"The order does not allow creating an invoice.","Objednávka nedovoluje vytvořit fakturu."
"The order no longer exists.","Objednávka již neexistuje."
"The poll has been deleted.","Anketa byla odstraněna."
"The poll has been saved.","Anketa byla uložena."
"The profile has been deleted.","Profil byl odstraněn."
"The profile has been saved.","Profil byl uložen."
"The profile has been updated.","Profil byl aktualizován."
"The profile has no changes.","Nejsou žádné změny profilu."
"The profile you are trying to save no longer exists","Profil, který se snažíte uložit, již neexistuje"
"The rating has been deleted.","Hodnocení bylo odstraněno."
"The rating has been saved.","Hodnocení bylo uloženo."
"The role has been deleted.","Role byla odstraněna."
"The role has been saved.","Role byla uložena."
"The role has been successfully saved.","Role byla úspěšně uložena."
"The search index has been rebuilt.","Vyhledávací index byl znovu sestaven."
"The shipment has been created.","Zásilka byla vytvořena."
"The shipment has been sent.","Zásilka byla odeslána."
"The shipping label has been created.","Expediční štítek byl vytvořen."
"The tag has been deleted.","Štítek byl odstraněn."
"The tag has been saved.","Štítek byl uložen."
"The transaction details have been updated.","Podrobnosti transakce byly aktualizovány."
"The user has been deleted.","Uživatel byl odstraněn."
"The user has been saved.","Uživatel byl uložen."
"Themes JavaScript and CSS files combined to one file.","JavaScript a CSS soubory motivů byly sloučeny do jednoho souboru."
"There is an error in one of the option rows.","There is an error in one of the option rows."
"This Account is","Tento účet je"
"This Email template no longer exists.","Tato šablona e-mailu již neexistuje."
"This Role no longer exists","Tato role již neexistuje"
"This Role no longer exists.","Tato role již neexistuje."
"This account is","Tento účet je"
"This account is inactive.","Tento účet není aktivní."
"This action cannot be undone.","Tuto akci nelze vrátit zpět."
"This attribute set does not have attributes which we can use for configurable product","This attribute set does not have attributes which we can use for configurable product"
"This attribute shares the same value in all the stores","This attribute shares the same value in all the stores"
"This category is set to only include products matched by rules","This category is set to only include products matched by rules"
"This is a demo store. Any orders placed through this store will not be honored or fulfilled.","Toto je ukázkový obchod. Veškeré objednávky z tohoto obchodu nebudou vyřízeny."
"This is a required field.","Toto pole je povinné."
"This product is currently disabled.","Tento produkt je momentálně vypnut."
"This report depends on timezone configuration. Once timezone is changed, the lifetime statistics need to be refreshed.","This report depends on timezone configuration. Once timezone is changed, the lifetime statistics need to be refreshed."
"This section is not allowed.","This section is not allowed."
"This user no longer exists.","Tento uživatel již neexistuje."
"Time","Čas"
"Time selection:","Výběr času:"
"Time:","Čas:"
"Timeout limit for response from synchronize process was reached.","Timeout limit for response from synchronize process was reached."
"To","To"
"To cancel pending authorizations and release amounts that have already been processed during this payment, click Cancel.","To cancel pending authorizations and release amounts that have already been processed during this payment, click Cancel."
"To use PayPal Payflow Link, you must configure your PayPal Payflow Link account on the PayPal website.","To use PayPal Payflow Link, you must configure your PayPal Payflow Link account on the PayPal website."
"To use PayPal Payments Advanced, you must configure  your PayPal Payments Advanced account on the PayPal website.","To use PayPal Payments Advanced, you must configure  your PayPal Payments Advanced account on the PayPal website."
"Toggle Editor","Přepínání editoru"
"Tools","Nástroje"
"Top 5 Search Terms","5 nejvyhledávanějších termínů"
"Total","Celkem"
"Total Invoiced","Celkově vyfakturováno"
"Total Order Amount","Total Order Amount"
"Total Refunded","Total Refunded"
"Total of %d record(s) have been deleted.","Total of %d record(s) have been deleted."
"Total of %d record(s) have been updated.","Total of %d record(s) have been updated."
"Total of %d record(s) were canceled.","Total of %d record(s) were canceled."
"Total of %d record(s) were deleted","Total of %d record(s) were deleted"
"Total of %d record(s) were deleted.","Total of %d record(s) were deleted."
"Total of %d record(s) were updated","Total of %d record(s) were updated"
"Total of %d record(s) were updated.","Total of %d record(s) were updated."
"Track Order","Track Order"
"Track this shipment","Track this shipment"
"Tracking number %s for %s assigned","Tracking number %s for %s assigned"
"Tracking number cannot be empty.","Tracking number cannot be empty."
"Transaction Data","Transaction Data"
"Transaction Details","Podrobnosti transakce"
"Transaction ID","ID transakce"
"Transaction Type","Typ transakce"
"Transactional Emails","Transakční emaily"
"Transactions","Transakce"
"Type","Typ"
"Type:","Typ:"
"URL Rewrite","URL Rewrite"
"URL Rewrite Information","URL Rewrite Information"
"URL Rewrite Management","Správa URL Rewrites"
"Unable to cancel the credit memo.","Nelze zrušit dobropis."
"Unable to find a Email Template to delete.","Unable to find a Email Template to delete."
"Unable to find a poll to delete.","Unable to find a poll to delete."
"Unable to find a tag to delete.","Nelze najít štítek k odstranění."
"Unable to find a user to delete.","Unable to find a user to delete."
"Unable to initialize import model","Unable to initialize import model"
"Unable to refresh lifetime statistics.","Unable to refresh lifetime statistics."
"Unable to refresh recent statistics.","Unable to refresh recent statistics."
"Unable to save Cron expression","Unable to save Cron expression"
"Unable to save the cron expression.","Unable to save the cron expression."
"Unable to save the invoice.","Unable to save the invoice."
"Unable to send the invoice email.","Unable to send the invoice email."
"Unable to send the shipment email.","Unable to send the shipment email."
"Unable to update transaction details.","Unable to update transaction details."
"Unable to void the credit memo.","Nepodařilo se anulovat dobropis."
"Unknown","Neznámý"
"Unlimited","Neomezeno"
"Update","Aktualizovat"
"Updated At","Aktualizováno"
"Upload File","Nahrát soubor"
"Upload Files","Nahrát soubory"
"Upload HTTP Error","Upload HTTP Error"
"Upload I/O Error","Upload I/O Error"
"Upload Security Error","Upload Security Error"
"Upload import file","Upload import file"
"Uploaded file is larger than %.2f kilobytes allowed by server","Uploaded file is larger than %.2f kilobytes allowed by server"
"Use All Available Attributes","Použít všechny dostupné atributy"
"Use Config Settings","Použít nastavení konfigurace"
"Use Default","Použít výchozí"
"Use Default Value","Použít výchozí hodnotu"
"Use Default Variable Values","Použít výchozí hodnoty proměnných"
"Use FTP Connection","Použít FTP připojení"
"Use Website","Použití webové stránky"
"Used Currently For","Used Currently For"
"Used as Default For","Used as Default For"
"User Email","E-mail uživatele"
"User ID","ID uživatele"
"User Info","Informace o uživateli"
"User Information","Informace o uživateli"
"User Name","Uživatelské jméno"
"User Name is required field.","User Name is required field."
"User Name:","Uživatelské jméno:"
"User Password","Uživatelské heslo"
"User Role","Uživatelská role"
"User Roles","Uživatelské role"
"User Roles Information","Informace o uživatelských rolích"
"User Type Resources","User Type Resources"
"User name","Uživatelské jméno"
"Users","Uživatelé"
"Utilities","Nástroje"
"VAT Number is Invalid","Daňové identifikační číslo (DIČ) je neplatné"
"VAT Number is Valid","Daňové identifikační číslo (DIČ) je platné"
"Validation Results","Výsledky ověření"
"Value","Hodnota"
"Value Delimiter:","Oddělovač hodnot:"
"Variable","Proměnná"
"Variable Code","Kód proměnné"
"Variable HTML Value","Variable HTML Value"
"Variable ID","ID proměnné"
"Variable Name","Název proměnné"
"Variable Plain Value","Variable Plain Value"
"Verifier code: %s","Verifier code: %s"
"View Actions XML","View Actions XML"
"View Full Size","Zobrazit v plné velikosti"
"View Memo","View Memo"
"View Memo for #%s","View Memo for #%s"
"View Shipment","Zobrazit zásilku"
"View Statistics For:","View Statistics For:"
"Visibility:","Viditelnost:"
"Warning","Upozornění"
"Warning! Empty value can cause problems with CSV format.","Warning! Empty value can cause problems with CSV format."
"Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?","Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?"
"Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?","Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?"
"Warning: Please do not close the window during importing/exporting data","Warning: Please do not close the window during importing/exporting data"
"Watermark File for %s","Watermark File for %s"
"We appreciate our merchants\' feedback, please <a href=""#"" onclick=""surveyAction(\'yes\'); return false;"">take our survey</a> to provide insight on the features you would like included in Magento. <a href=""#"" onclick=""surveyAction(\'no\'); return false;"">Remove this notification</a>","We appreciate our merchants\' feedback, please <a href=""#"" onclick=""surveyAction(\'yes\'); return false;"">take our survey</a> to provide insight on the features you would like included in Magento. <a href=""#"" onclick=""surveyAction(\'no\'); return false;"">Remove this notification</a>"
"We\'re in our typing table, coding away more features for Magento. Thank you for your patience.","We\'re in our typing table, coding away more features for Magento. Thank you for your patience."
"Web Section","Web Section"
"Web Services","Webové služby"
"Web services","Webové služby"
"Website","Webové stránky"
"What is this?","Co to je?"
"Wishlist Report","Wishlist Report"
"Wishlist item is not loaded.","Wishlist item is not loaded."
"Wrong account specified.","Zadán nesprávný účet."
"Wrong billing agreement ID specified.","Wrong billing agreement ID specified."
"Wrong column format.","Nesprávný formát sloupce."
"Wrong newsletter template.","Špatná šablona zpravodaje."
"Wrong quote item.","Wrong quote item."
"Wrong tab configuration.","Wrong tab configuration."
"Wrong tag was specified.","Zadán nesprávný štítek."
"Wrong transaction ID specified.","Wrong transaction ID specified."
"XML","XML"
"XML data is invalid.","XML data jsou neplatná."
"XML object is not instance of ""Varien_Simplexml_Element"".","XML object is not instance of ""Varien_Simplexml_Element""."
"YTD","YTD"
"Year","Rok"
"Yes","Ano"
"Yes (301 Moved Permanently)","Yes (301 Moved Permanently)"
"Yes (302 Found)","Yes (302 Found)"
